statefp,macro_period,topic,prob
06,1,3,0.5747689060180019
06,1,4,0.5519183236489709
06,1,5,0.589563482942952
06,1,6,0.5288260080840063
06,1,7,0.5577732073168125
06,1,8,0.5823117917962426
06,1,9,0.5703643534210543
06,1,10,0.5361064198603063
06,1,11,0.5103014145728159
06,1,12,0.5475604392085355
06,1,13,0.5368158434626006
06,1,14,0.5748820816874252
06,1,15,0.5071912607804171
06,1,16,0.5462897559899058
06,1,17,0.5463856573003818
06,1,18,0.6375714911008847
06,1,19,0.5403568861658691
06,1,20,0.5349468223426344
06,1,21,0.5666568725217749
06,1,22,0.5296508508605935
06,1,23,0.5189459553743708
06,1,24,0.5637867634991336
06,1,25,0.5308765498055328
06,1,26,0.5683330554317331
06,1,27,0.558935427497792
06,1,28,0.5411760854937491
06,1,29,0.5286388047135735
06,1,30,0.5410936771612199
06,1,31,0.5536758204826847
06,1,32,0.539828707532835
06,1,33,0.649516104197116
06,1,34,0.5580725865540213
08,-1,0,0.5269117233142548
08,-1,1,0.4674182786326204
08,-1,2,0.4790799011589607
08,-1,3,0.537585002336106
08,-1,4,0.5153245857179332
08,-1,5,0.521459230905748
08,-1,6,0.4726969853187628
08,-1,7,0.6407741437159828
08,-1,8,0.5524870427512568
08,-1,9,0.42068207555539194
08,-1,10,0.38172362741559396
08,-1,11,0.510354692105613
08,-1,12,0.5195659461312673
08,-1,13,0.5008756751084381
08,-1,14,0.5145078897345942
08,-1,15,0.4480436320560492
08,-1,16,0.5714068699897242
08,-1,17,0.49474793835543096
08,-1,18,0.6271271387149937
08,-1,19,0.5161490280639439
08,-1,20,0.5399568364192106
08,-1,21,0.48696056963122303
08,-1,22,0.41784483509097436
08,-1,23,0.4941122669952622
08,-1,24,0.585125845149022
08,-1,25,0.5098060942157948
08,-1,26,0.5742247629134606
08,-1,27,0.46322141399745037
08,-1,28,0.48614647235276537
08,-1,29,0.5329947299963984
08,-1,30,0.42217810332340044
08,-1,31,0.45362440178558083
08,-1,32,0.4275952332939666
08,-1,33,0.4200993646233481
08,-1,34,0.3734294724029799
08,0,0,0.4668340783876677
08,0,1,0.4909486251029496
08,0,2,0.46335648273214186
08,0,3,0.5138813926923004
08,0,4,0.5182196401059628
08,0,5,0.4423810870253614
08,0,6,0.5009189719835726
08,0,7,0.5728008869247367
08,0,8,0.5057255108359044
08,0,9,0.4463551643420942
08,0,10,0.4193646092123042
08,0,11,0.4293995315009462
08,0,12,0.5237580250801617
08,0,13,0.5408367992999653
08,0,14,0.5041843848768621
08,0,15,0.38003257119699435
08,0,16,0.47955579045810737
08,0,17,0.5532074843732906
08,0,18,0.624081596173346
08,0,19,0.599055505823344
08,0,20,0.4350907279570636
08,0,21,0.4804208410255935
08,0,22,0.5308914209644382
08,0,23,0.4615702765182622
08,0,24,0.45429160855710504
08,0,25,0.45583407598099224
08,0,26,0.5371331965757741
08,0,27,0.43973555136471987
08,0,28,0.4698673449722784
08,0,29,0.4512112498882094
08,0,30,0.3523549829101698
08,0,31,0.40263640495355835
08,0,32,0.3802182838464013
08,0,33,0.4765826353803277
08,0,34,0.5411288527594436
08,1,0,0.5330143064172449
08,1,1,0.5320579249006478
08,1,2,0.5299747857467747
08,1,3,0.5763345379083018
08,1,4,0.5599461479827478
08,1,5,0.6052756954262571
08,1,6,0.5376412370606429
08,1,7,0.5655158116721709
08,1,8,0.5857138385494741
08,1,9,0.5889973070877289
08,1,10,0.5698084149486351
08,1,11,0.5292031562691923
08,1,12,0.556854968507062
08,1,13,0.5485968904853719
08,1,14,0.5820480625142087
08,1,15,0.5089884857598768
08,1,16,0.5625192350772676
08,1,17,0.5647915793588691
08,1,18,0.6485051884999465
08,1,19,0.5419366010849012
08,1,20,0.540857917233126
08,1,21,0.5724805489402309
08,1,22,0.5406447815123159
08,1,23,0.5190494067565455
08,1,24,0.5581752659864191
08,1,25,0.5259439630595442
08,1,26,0.5715306138152942
08,1,27,0.5675609364612381
08,1,28,0.5395521641088029
08,1,29,0.5380474753731618
08,1,30,0.5197679150335014
08,1,31,0.5626364454937927
08,1,32,0.5628591207868169
08,1,33,0.6665901309348052
08,1,34,0.5579811658357721
09,-1,0,0.5407383558212207
09,-1,1,0.42477792573885786
09,-1,2,0.5091075705778267
09,-1,3,0.5747949134623795
09,-1,4,0.5555255475498381
09,-1,5,0.5408196892005517
09,-1,6,0.47071336639910627
09,-1,7,0.5662651175100889
09,-1,8,0.5682287674374235
09,-1,9,0.3723528639830906
09,-1,10,0.35074839620820936
09,-1,11,0.5354624544344251
09,-1,12,0.5357162179508512
09,-1,13,0.46569486129252863
09,-1,14,0.42688569832931866
09,-1,15,0.4171971075469628
09,-1,16,0.5442723008836138
09,-1,17,0.5033083206653828
09,-1,18,0.5909900027272456
09,-1,19,0.4593212966598114
09,-1,20,0.6146107192060589
09,-1,21,0.47096831418330903
09,-1,22,0.48911495755116147
09,-1,23,0.5559231275849107
09,-1,24,0.5401431869816136
09,-1,25,0.43673695182951633
09,-1,26,0.5547372099529538
09,-1,27,0.43557231684843467
09,-1,28,0.4907309589805184
09,-1,29,0.45835694128244714
09,-1,30,0.3566895679939749
09,-1,31,0.39823646812389296
09,-1,32,0.37490770968919
09,-1,33,0.3733589008760949
09,-1,34,0.42251271401931134
09,0,0,0.5489420079180728
09,0,1,0.5853402643210509
09,0,2,0.5314904619267004
09,0,3,0.5933276546700287
09,0,4,0.5282033740887384
09,0,5,0.6099494183275463
09,0,6,0.5256257544031306
09,0,7,0.5676851970080322
09,0,8,0.6204111445011622
09,0,9,0.5771680685844439
09,0,10,0.488666159620222
09,0,11,0.555898095426314
09,0,12,0.5745747628270824
09,0,13,0.6132705686406956
09,0,14,0.4764262337111316
09,0,15,0.45892486876041133
09,0,16,0.5504108655715375
09,0,17,0.5375563283745624
09,0,18,0.6398661861687533
09,0,19,0.5972813457095375
09,0,20,0.5611302898980157
09,0,21,0.5558268218256027
09,0,22,0.5614651917898352
09,0,23,0.5501028852045743
09,0,24,0.5567689682736441
09,0,25,0.5093268857247406
09,0,26,0.5558367704613767
09,0,27,0.4688847496214768
09,0,28,0.4933197741233504
09,0,29,0.5190922061682021
09,0,30,0.44958627603447704
09,0,31,0.47777412916448986
09,0,32,0.5330793361151309
09,0,33,0.5733682924517612
09,0,34,0.5697313910732938
09,1,0,0.5381005108599007
09,1,1,0.5441554888724263
09,1,2,0.5165404257584467
09,1,3,0.5961401243176725
09,1,4,0.5260844977996194
09,1,5,0.5717842516363756
09,1,6,0.5024928460937463
09,1,7,0.5628397006486707
09,1,8,0.6098483415088891
09,1,9,0.5542253425631386
09,1,10,0.5946440475591872
09,1,11,0.5452860159136905
09,1,12,0.551833776240475
09,1,13,0.5758158675627782
09,1,14,0.5702864649815156
09,1,15,0.4948152943733868
09,1,16,0.5615533326954564
09,1,17,0.54875463788418
09,1,18,0.629361460104498
09,1,19,0.5432897784619355
09,1,20,0.5604009963975195
09,1,21,0.5411877976948745
09,1,22,0.5242987872228365
09,1,23,0.54233409431129
09,1,24,0.5606206944925493
09,1,25,0.512384556260341
09,1,26,0.579302307772921
09,1,27,0.5512284329883625
09,1,28,0.5310461462725437
09,1,29,0.5273999499465903
09,1,30,0.4717656037707426
09,1,31,0.5775817109695901
09,1,32,0.5334920994361344
09,1,33,0.6566292788889824
09,1,34,0.5817947839837401
10,-1,0,0.5822912525528898
10,-1,1,0.21964059071615338
10,-1,2,0.38229698486005265
10,-1,3,0.5472594617038138
10,-1,4,0.3931178423576057
10,-1,5,0.6138818663700173
10,-1,6,0.4389583513007632
10,-1,7,0.4179037297144532
10,-1,8,0.6101687282154505
10,-1,9,0.08898720735063155
10,-1,10,0.5024961585489413
10,-1,11,0.3181818037604292
10,-1,12,0.4794193582742342
10,-1,13,0.3733508126396272
10,-1,14,0.37412256468087435
10,-1,15,0.41306879666323465
10,-1,16,0.5484454828547314
10,-1,17,0.44654758953090223
10,-1,18,0.3491661255247891
10,-1,19,0.45337299327366054
10,-1,20,0.5905004960827922
10,-1,21,0.38555086699003976
10,-1,22,0.47446788122345296
10,-1,23,0.620262204669416
10,-1,24,0.5964781047031283
10,-1,25,0.5163422055387249
10,-1,26,0.4395113656711247
10,-1,27,0.37945676799863576
10,-1,28,0.47096639490601694
10,-1,29,0.5286812999152711
10,-1,30,0.3869969002747287
10,-1,31,0.37236848939210176
10,-1,32,0.32501284576331574
10,-1,33,0.07274485720942418
10,-1,34,0.43178571085445583
10,0,0,0.29336819021652144
10,0,1,0.5913986039813608
10,0,2,0.46407987161849934
10,0,3,0.6372741906670853
10,0,4,0.5881349168574581
10,0,5,0.5575648445325593
10,0,6,0.3868931410834193
10,0,7,0.014285712502896786
10,0,8,0.2643592800013721
10,0,9,0.4464285816065967
10,0,10,0.37698988569900393
10,0,11,0.5486887789641818
10,0,12,0.42331435065716505
10,0,13,0.2284776565308372
10,0,14,0.4886946452315897
10,0,15,0.1281004468910396
10,0,16,0.4585714186541736
10,0,17,0.17859597457572818
10,0,18,0.5674516630824655
10,0,19,0.4464285518042743
10,0,20,0.5196598246693611
10,0,21,0.6046516535803675
10,0,22,0.38451310980599374
10,0,23,0.49367061882678953
10,0,24,0.44050316195935013
10,0,25,0.3581849631542961
10,0,26,0.3762273071333766
10,0,27,0.2588305021636188
10,0,28,0.16354532012095055
10,0,29,0.4004044829468642
10,0,30,0.014285712502896786
10,0,31,0.42619048012420535
10,0,32,0.609388261847198
10,0,33,0.341155402129516
10,0,34,0.4666666532866657
10,1,0,0.5146707993688749
10,1,1,0.49212896545560886
10,1,2,0.4555559000750151
10,1,3,0.5340581367993515
10,1,4,0.5592651378450411
10,1,5,0.5688717201987536
10,1,6,0.4955596849929703
10,1,7,0.5331114596536685
10,1,8,0.5765434532162191
10,1,9,0.5421142655783532
10,1,10,0.44582461210596097
10,1,11,0.46019953888128784
10,1,12,0.5377877734373419
10,1,13,0.5024165699117337
10,1,14,0.5601883459782835
10,1,15,0.4522111103218049
10,1,16,0.5221302981528088
10,1,17,0.5129431504974491
10,1,18,0.6410792250156897
10,1,19,0.5162499125831053
10,1,20,0.5238265117138056
10,1,21,0.5237250095466152
10,1,22,0.4807605020326676
10,1,23,0.5340405464039992
10,1,24,0.5370788871581623
10,1,25,0.49627779991894866
10,1,26,0.569467177078669
10,1,27,0.5566271860868885
10,1,28,0.5054690166926348
10,1,29,0.5143974872465482
10,1,30,0.5399834014347227
10,1,31,0.519766140115879
10,1,32,0.5032146941649459
10,1,33,0.634626047609167
10,1,34,0.5333523834877192
11,-1,0,0.5436101849069122
11,-1,1,0.4778988953921974
11,-1,2,0.5137395058134264
11,-1,3,0.5712066718899844
11,-1,4,0.5100503334598582
11,-1,5,0.5206375417006791
11,-1,6,0.5173901036318059
11,-1,7,0.6233849653219761
11,-1,8,0.5845255383366721
11,-1,9,0.3969867337468094
11,-1,10,0.40513414361021727
11,-1,11,0.5414681128524488
11,-1,12,0.5412281891338661
11,-1,13,0.49727566987351796
11,-1,14,0.4930600145669602
11,-1,15,0.4612187214858995
11,-1,16,0.5659600946227791
11,-1,17,0.5082221104428755
11,-1,18,0.6393968606413757
11,-1,19,0.4906949739654859
11,-1,20,0.5612852991039441
11,-1,21,0.48525634394497225
11,-1,22,0.4640928343562863
11,-1,23,0.5490075341303032
11,-1,24,0.5909299767294747
11,-1,25,0.5184778470422149
11,-1,26,0.5883449449911153
11,-1,27,0.44537498591240177
11,-1,28,0.5035209369071093
11,-1,29,0.48599080108130516
11,-1,30,0.4100609839636278
11,-1,31,0.47604631087742744
11,-1,32,0.42462436572673756
11,-1,33,0.35659743326300003
11,-1,34,0.4643384686912804
11,0,0,0.5576219186612886
11,0,1,0.5682470893893296
11,0,2,0.566265425655163
11,0,3,0.6109297897848756
11,0,4,0.5533738482556457
11,0,5,0.6116017907019704
11,0,6,0.5463566097896546
11,0,7,0.6497685707429737
11,0,8,0.6012315315349649
11,0,9,0.6488583350267548
11,0,10,0.5510650534466233
11,0,11,0.5176467321422181
11,0,12,0.5829013560826032
11,0,13,0.5689686973851207
11,0,14,0.5378860687924316
11,0,15,0.5183764807242033
11,0,16,0.5525988946402711
11,0,17,0.5925520020939502
11,0,18,0.6287944866396654
11,0,19,0.6082817035833303
11,0,20,0.541722813685951
11,0,21,0.6525855721990493
11,0,22,0.5672809707941217
11,0,23,0.5793804800307208
11,0,24,0.6074533936714105
11,0,25,0.5166645097512618
11,0,26,0.5898850502388686
11,0,27,0.5175955798297834
11,0,28,0.5196240267597456
11,0,29,0.5516018225559188
11,0,30,0.3941080298418036
11,0,31,0.5621310629897186
11,0,32,0.5661557340873
11,0,33,0.5929582431226185
11,0,34,0.6716477307330432
11,1,0,0.5306096981723227
11,1,1,0.5371057029247807
11,1,2,0.5192386283883644
11,1,3,0.5699839601941765
11,1,4,0.5584186562680808
11,1,5,0.6093677455508841
11,1,6,0.5384806375065062
11,1,7,0.5561285032171295
11,1,8,0.5780740402879019
11,1,9,0.5861168625096547
11,1,10,0.5604199974155125
11,1,11,0.507497274309499
11,1,12,0.5492686494775856
11,1,13,0.5462301005148498
11,1,14,0.5800629880835252
11,1,15,0.5267424405234554
11,1,16,0.5535640973287913
11,1,17,0.5229106975531753
11,1,18,0.642412091530678
11,1,19,0.5491047638361952
11,1,20,0.5449795032960087
11,1,21,0.5678307416055512
11,1,22,0.5385769476180797
11,1,23,0.5121936580584625
11,1,24,0.5636664291001972
11,1,25,0.5375606545064324
11,1,26,0.5686196418265461
11,1,27,0.5556080348782501
11,1,28,0.5272954938114625
11,1,29,0.5213214193131607
11,1,30,0.5952078737675964
11,1,31,0.5756139739691309
11,1,32,0.5477260661197315
11,1,33,0.6531247828369637
11,1,34,0.5726130800830119
12,-1,0,0.5438541451044047
12,-1,1,0.4733154901038372
12,-1,2,0.5357419254682292
12,-1,3,0.5555688407943409
12,-1,4,0.5175591393728072
12,-1,5,0.5146852736201973
12,-1,6,0.4938123020177557
12,-1,7,0.6162186801557002
12,-1,8,0.5785747984889256
12,-1,9,0.39395081890534944
12,-1,10,0.4238482617792931
12,-1,11,0.5322279026085097
12,-1,12,0.5554830224656491
12,-1,13,0.5030037958849044
12,-1,14,0.4839514384561397
12,-1,15,0.41629965974876504
12,-1,16,0.5606252016150393
12,-1,17,0.5206502073791606
12,-1,18,0.6403490419455419
12,-1,19,0.4748426773227178
12,-1,20,0.5589615197169809
12,-1,21,0.47247573630000556
12,-1,22,0.4629427996882494
12,-1,23,0.5409184781795223
12,-1,24,0.5992556965780679
12,-1,25,0.5060595300707484
12,-1,26,0.5846158622613767
12,-1,27,0.469770811729172
12,-1,28,0.46966551538765605
12,-1,29,0.4758903784985128
12,-1,30,0.38406202118718424
12,-1,31,0.47026816302112173
12,-1,32,0.41554549288832476
12,-1,33,0.36920380925819757
12,-1,34,0.4486900840642726
12,0,0,0.5454191750205764
12,0,1,0.5600545435790076
12,0,2,0.5374625498986467
12,0,3,0.5828262197065065
12,0,4,0.5355453619631442
12,0,5,0.5898632101493063
12,0,6,0.5496935092817075
12,0,7,0.5643617245549499
12,0,8,0.5794572543261982
12,0,9,0.5615946501930011
12,0,10,0.49378264202003147
12,0,11,0.5272554495010753
12,0,12,0.5736452858366562
12,0,13,0.5975383145260154
12,0,14,0.524191870076852
12,0,15,0.4699379458211194
12,0,16,0.5640301758506736
12,0,17,0.49067541286621214
12,0,18,0.643406319759891
12,0,19,0.579948345444993
12,0,20,0.5387828225246236
12,0,21,0.6124926042255192
12,0,22,0.5892337721141596
12,0,23,0.5274889595498602
12,0,24,0.5681941599431012
12,0,25,0.5489990933803129
12,0,26,0.5449405833536749
12,0,27,0.5116501045055114
12,0,28,0.48812517514148646
12,0,29,0.5533588566097685
12,0,30,0.4364366152172757
12,0,31,0.5428350895868036
12,0,32,0.5319470193562577
12,0,33,0.5211278477178539
12,0,34,0.5102802288806082
