abbrv,statefp,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
MD,24,9,0.03394605930284797,0.041451604300563355,0.017420292714009643,0.02989182921132965,0.030679579304442088,0.028865219043524543,0.026053766196896824,0.04193005441101131,0.02949401217572169,0.019426011493351145,0.047000205160061384,0.018874526089507213,0.03447767210713402,0.023607011805035664,0.020245661593027018,0.03309887346177237,0.02164151765199195,0.03514613879129774,0.026468736134767273,0.03154385098470438,0.02412575413114954,0.03661985983776503,0.02219962116427638,0.02006566388488646,0.026468633119134482,0.019376541830189685,0.025854069143805124,0.026828831568889037,0.03346715741758962,0.03804843170163662,0.041814202651221294,0.029213194364309077,0.023633979063691322,0.01934087602069222,0.021680563280432847
MA,25,0,0.030218645944824356,0.041246695118193503,0.015976090763652917,0.027149779130838877,0.03115834682424772,0.027453868187262667,0.025591438022129587,0.04027724194162737,0.03236531985318733,0.019049988247050943,0.0448100065143054,0.020933504487100654,0.02673661863704592,0.02371160735970399,0.023648294969541395,0.03330260849876356,0.02304710444450068,0.04520763183093471,0.024085573350432703,0.02835573891190616,0.021629603956594818,0.0339243297651642,0.023289164874775524,0.023031990444885787,0.025630145569568087,0.01978649488314683,0.022902215560260165,0.030536189610699954,0.0346991575236801,0.05004262048395303,0.04012345823198447,0.02875702421843925,0.017920040574075684,0.01851891056167301,0.024882551545954992
MI,26,0,0.032342907526567675,0.041633935616035414,0.017666856112235032,0.028311802674289094,0.031569771050918786,0.026993681033239028,0.025773967348870865,0.04227845134312427,0.03070803983221677,0.01833348287981661,0.04610594647491779,0.018364854390401752,0.03277283512903278,0.023530509721363252,0.020884728634884372,0.03378536367450248,0.02186362225773998,0.03812823289463715,0.02389210615833016,0.03167350365364685,0.02434584737037692,0.035798339891344566,0.024210045210167983,0.020102392149334625,0.02619373485989331,0.019628057927630324,0.025338096207299116,0.029276844777154393,0.031904616463321815,0.038017235231471255,0.04356643841270965,0.0292182133841667,0.02240625046928946,0.018575952709839246,0.024803337809186487
MN,27,9,0.035038669950717895,0.03935898676906735,0.01744297411771871,0.02942559823002209,0.033013760831429186,0.030486467727094693,0.026908789758904456,0.04162173428364732,0.029812192418992724,0.019034044219706735,0.04871027927895165,0.018832861611509263,0.02983939181152272,0.026233483001447143,0.020507491438221205,0.033515749913513596,0.02034317091956691,0.03135141997215196,0.026878887067748714,0.03131503578407885,0.02686121057312222,0.04041680880515859,0.02384511263116204,0.02010375315614448,0.023914350780212146,0.017619746137798535,0.02631719141707556,0.025422957481798025,0.03551966656380101,0.03410518075356393,0.04171446605633722,0.030180909428094475,0.020378384116953568,0.02014062251309738,0.023788651592620492
MS,28,9,0.03352062591350547,0.03447421976623882,0.018883143272411414,0.0313853029078074,0.03744672877224882,0.030560039903980832,0.026752510955320823,0.039930099922978614,0.02798182301237725,0.01499408043013166,0.05369717462834138,0.017468529814786846,0.030665370112859105,0.024076886422077292,0.02008319445423121,0.03180011493538833,0.02191709514597296,0.0349058629803004,0.02446497195327041,0.03071957672527337,0.02872980995128817,0.03331058273106213,0.021516596105820036,0.019037718264811005,0.020906981072598436,0.01750326352450058,0.026297078004542625,0.02988584147706693,0.042433544057773075,0.03272870878637332,0.035588365321058406,0.03268392019002138,0.02124299608024765,0.0298865346070344,0.02252070814740603
MO,29,0,0.028870602961558335,0.042774428213960096,0.018414498618057835,0.025670041319269407,0.0313416180119185,0.024351929049604034,0.024406365713663742,0.03856836071121787,0.030793449368857383,0.017907307697421042,0.049502492936918184,0.01799890904262836,0.02825221074663289,0.02214939467869791,0.02284432988571409,0.03418774618421416,0.020675967920362706,0.042298928651183544,0.022255059091409443,0.033456052130310644,0.026476096051082833,0.03579882967147284,0.02902326726584844,0.02260283022435365,0.024100706190369258,0.01962134127522386,0.0240444454949989,0.02852538716110853,0.03606675997331602,0.04066846847532737,0.04333318396841597,0.030289943323162385,0.019826574428130465,0.018123481322120407,0.02477899332195486
MT,30,1,0.02731173787867861,0.01769503214471218,0.02119272015439698,0.05475732310947452,0.016925856375513283,0.028710509413185547,0.03277192696959729,0.07181006471982296,0.055173921428471454,0.016185009435812046,0.021073474027084642,0.018810913367592292,0.03215714568988297,0.0269963252632703,0.01953858281551632,0.03644109907546871,0.033915734058026364,0.055248214651276974,0.03153125561207076,0.02644154123351294,0.004601475957315415,0.008884175606994485,0.023810628112976632,0.034980679094519046,0.04155536574632246,0.0693414372640205,0.012856193151509494,0.012907612828300599,0.018819092132616788,0.027982506254151957,0.046444399986319454,0.012999065166541358,0.010890783749758002,0.016250984460985253,0.012987219690090432
NE,31,0,0.02718275822330096,0.04255904659357928,0.013966307597624827,0.028949649024570544,0.025453917344236514,0.02894409763976337,0.03186656398528475,0.05082158607525289,0.021412607731228665,0.01696771559436919,0.04514723391694428,0.02372299333250052,0.016041207890133462,0.023074918964817396,0.02706427436387689,0.03214766166806911,0.02577514996635795,0.04252129066409624,0.02334481071502492,0.028671716195999813,0.019163923299138286,0.029185153897302283,0.021664645608208594,0.02621869184857826,0.024934929558692715,0.02347929631821766,0.016683427933544274,0.03460863778518999,0.04163654048248701,0.04601274617528031,0.05028007428246368,0.022339548882901746,0.018283482053720577,0.018124922690536026,0.03174847332160638
NV,32,0,0.03448031512266268,0.04648705230984897,0.017924229850123374,0.029048307648250307,0.030823502194114775,0.029117458058423345,0.024782115663410525,0.03870327408969063,0.029933133667345055,0.018862218586093417,0.04744539652072392,0.019620729319836907,0.0316088748678214,0.023467059678880076,0.020287746905989817,0.03487273124214784,0.02087707863638271,0.03728968433930627,0.025965766640270133,0.032211943232244446,0.024406813311163022,0.038068206253586936,0.02343199985120588,0.02006897700927538,0.025232516134901295,0.017291991917818095,0.023642482843964682,0.027949583951216387,0.029423767278952788,0.03791171579327709,0.04296837429954516,0.029834184981332723,0.02012583507537748,0.019214834378133146,0.026620099451198403
NH,33,3,0.029664833948358636,0.022610635541024663,0.011326275651944337,0.03801005939591464,0.03622092096142412,0.023620602586084886,0.04422318947436189,0.05786924409802027,0.031172299738197278,0.01701734929897443,0.05726205940277035,0.012650495939567763,0.022010692016766087,0.03210970994439863,0.01594840388014548,0.047252249946477747,0.02860120376732161,0.03455852981205296,0.02218856595403628,0.027712580053722142,0.017099553002500364,0.021326952365660675,0.024734495612349184,0.014523896455540563,0.017480873247169983,0.01911635697503924,0.04387815505581558,0.02881636707221217,0.02693009798362033,0.0237197739059209,0.05214507937081474,0.02446675092652046,0.022261317384493336,0.023873242220062783,0.02759719033024604
NJ,34,9,0.034145673118101606,0.037061995388725684,0.016212401676179093,0.03131892693073925,0.03440704104692896,0.030769238293207726,0.023898965133899466,0.04467350995953328,0.02995779705272909,0.018146719306830983,0.05243563411900832,0.01868904862984068,0.02689107052680362,0.025182580936036376,0.021163828150372984,0.03362065841410845,0.02263918253652361,0.033943200462810165,0.021155192614674495,0.030603555243736966,0.02577503334473598,0.035420412432796304,0.021944828607221332,0.01884185316836661,0.02547079764979004,0.01853942515634383,0.028467063280997698,0.026999866622657093,0.03180784243275943,0.03787704602502123,0.04525308291169306,0.03105978913123624,0.02238822295173246,0.02031345778319789,0.02292506040419187
NM,35,0,0.02667834623778826,0.043192009228923245,0.02071888885023374,0.027544575367884766,0.033067461469575156,0.024636515263760064,0.027231779109384194,0.03257117630837362,0.02554072317125786,0.020913100703261026,0.039406078702346935,0.023339191615353052,0.021916072458463935,0.021329197843921534,0.02153434384182888,0.03455145281221822,0.018032590164895418,0.04924170976013441,0.04442009408199673,0.028092616458436352,0.025926972153870884,0.02802636562310907,0.020267170160233283,0.021123929233262395,0.02216528816664577,0.01980582709213466,0.023101383879824335,0.034147498280233946,0.04204242573536857,0.04682327950922157,0.0410427995634498,0.030092502078892466,0.015446712339673315,0.02203032017974469,0.023999603488723154
NY,36,0,0.03287824314455396,0.04129264618638258,0.01768439040625309,0.028354932280368637,0.03173946715731309,0.02804502603337831,0.02555327811346936,0.04068917687831961,0.030335199548496523,0.019528792294917618,0.04805443273088758,0.01867945298888657,0.029495501134532004,0.024242874617719005,0.022028094699181433,0.03365165701848573,0.021870734440135434,0.0381317703787176,0.023840467201372034,0.03047925412614154,0.024268708647793718,0.035542314497194395,0.023242903725572205,0.021361192497212456,0.025651790340517806,0.018815049192900734,0.02488417639469903,0.028409441959983905,0.03292376025564221,0.04176918954986202,0.04263347149816087,0.03001560937180819,0.021135724117918527,0.018782520540225094,0.02398875714405166
NC,37,0,0.034276889933486994,0.04183671637930484,0.017354474964607507,0.02768564745828795,0.029691900166709646,0.026649833854076536,0.024958907992735865,0.039534209353757295,0.029477221276924884,0.019941056240173706,0.04527623504547207,0.018339010336172353,0.0321462453577928,0.023452613585266548,0.021702363230559792,0.03230281458843979,0.021411650503057014,0.039359189434716765,0.023658910583863425,0.03409696267507798,0.023204853947143216,0.03679472384047058,0.023486373584056298,0.021013515659994177,0.025393496835445853,0.018581542314238697,0.023689006735311824,0.027049690457195526,0.03348788053255239,0.04144941720779563,0.04110502076128871,0.029549298465655717,0.027146994027555597,0.018970091816087428,0.025925241709810292
ND,38,8,0.038180292970744545,0.03900235173668777,0.017449983249440096,0.0270734028419653,0.036391830889421495,0.027953795542355712,0.026015178999744443,0.04223094175943325,0.023504114397909753,0.014515712361533714,0.05217271455168334,0.014625924089273741,0.04684656909842932,0.027480265924837006,0.015171060147072557,0.03710777484080863,0.021906481408189203,0.022855169322276703,0.020391238779154455,0.03172525540048386,0.03908397711077055,0.0543719170379539,0.026156378733698107,0.027435828750915176,0.027087120302454675,0.019289844404624473,0.021768449894477463,0.021180154218035208,0.018250790967194494,0.023168908820763705,0.045375795532992584,0.03298155608489503,0.016599181536747533,0.016291177077327183,0.028358864096578125
OH,39,0,0.03163009576586839,0.04169320173574192,0.016565681613901793,0.028545735601137764,0.031048929653657267,0.027752552206846456,0.02583477908122535,0.04198248658903887,0.030399155595693544,0.019731764264142165,0.04663612003256126,0.018114899429958108,0.0295369386040837,0.023844702951366918,0.025464610883930334,0.0331558532031341,0.021550289090963286,0.0402480622457475,0.026727263130244216,0.029182738924878694,0.023273687297461,0.03436909658511106,0.023420313309809867,0.0201456824600338,0.02640244335047674,0.01962180387485383,0.02404902385846532,0.027998351975372777,0.03444892540159049,0.04274011952230378,0.04211116944791566,0.029515689867768872,0.018656831171895972,0.01935089933731844,0.02425010301981713
OK,40,3,0.03468082698843812,0.024236700275745992,0.014693327178534625,0.0383097470213593,0.036287948693191185,0.03155183951576566,0.02710965011644055,0.051568030179349106,0.029559521025866523,0.017898465509288787,0.060117445496435794,0.015814858735153144,0.024326158504238096,0.02685095169097824,0.01912170499016873,0.04282298421893686,0.027388430198427335,0.024928561571446902,0.016919113936363674,0.02935243669561376,0.027795203644634524,0.030738728658907744,0.017193403885731755,0.016516040352878174,0.02653351438314688,0.016637525841972003,0.04078199401741009,0.025937825478417827,0.025564523014823034,0.022948993713118638,0.05743466209804815,0.03365335550159514,0.025274683442575066,0.018146648275316486,0.02130419731509292
OR,41,9,0.034105113792691995,0.04162520742155754,0.018123747119237716,0.02992630088892156,0.028994358631257672,0.030429234468548578,0.02395719416059097,0.040905706762995514,0.03243936678451582,0.02030391339997484,0.04818039734927355,0.018123903073255274,0.0337755233064975,0.024817467773890746,0.024643151049216893,0.03139631369141036,0.02202556837048436,0.03328734588780764,0.019223209040122317,0.028963009731688288,0.023672972387652376,0.03708169685289588,0.02184233236110417,0.019217359513307053,0.026819390537843376,0.01837314907292908,0.027701622811730314,0.02749623113672048,0.03365989254871875,0.0379445338559718,0.04380854027533408,0.03155624633569769,0.022603286689461533,0.020950811742541292,0.022025902452207577
PA,42,0,0.032967775560656554,0.042955797063829904,0.01730011017998206,0.0274072147966565,0.030573068461659855,0.027890089995379248,0.0243743567559696,0.04041360949496044,0.03142972413345341,0.020256699749284224,0.046022626542590685,0.02017028668154779,0.029880817968253825,0.023681871792159023,0.02235904502244913,0.03146844973674836,0.021348996528210387,0.04131192360558279,0.02434165394374122,0.029002153130457967,0.02378602635727384,0.03610072568511159,0.0247269146467393,0.020909887713022796,0.024884895508296645,0.019706893048474762,0.02466604855895728,0.028822923896538837,0.03679671175556119,0.04119028270058101,0.03977515047855977,0.029418308558142894,0.019013559517234283,0.020604017993617187,0.024441383903209327
RI,44,3,0.035357699635968826,0.0387884387588969,0.0188823130750307,0.03259784807584623,0.034826967681124706,0.034623163581577646,0.02774346903316201,0.04835648673950562,0.027825487515246043,0.01667166311281442,0.05823717870352153,0.013188262706224646,0.03059017451418678,0.02826075309253671,0.015431814159368935,0.039064781028346526,0.023880940749573053,0.0291937294646043,0.020269031591587442,0.029629451790458967,0.023903277805849023,0.03139074762556837,0.018605083669093674,0.01741688169722486,0.027202547357625312,0.016758151251419585,0.033220475576007547,0.024519701179614897,0.02210133956113415,0.02725013319496193,0.061865064159267055,0.028654925778804283,0.023305281441794203,0.02013763049085473,0.020249106716685516
SC,45,0,0.027416447704025623,0.05040005600844877,0.018853176766575858,0.02372688227990426,0.027709380626905436,0.025655008095437765,0.022212649749962714,0.03801773999423497,0.03225483159398608,0.019568285331694447,0.04657446861390652,0.024087983684772826,0.023532963065979146,0.02193676072108078,0.02046609639608085,0.031135040924734823,0.019726673915678113,0.05109738314791819,0.023206132818004793,0.028235516563532896,0.023587115161801554,0.034536681645646904,0.02494907674375986,0.02545995202926581,0.02196235027647816,0.021514005909633805,0.024435141349895616,0.03547700370887567,0.03614045567463583,0.04871380207574165,0.0346198244582501,0.028213221771899562,0.017617515833659194,0.01833557752875634,0.028624798858793456
SD,46,2,0.05028736465405844,0.033575632665190216,0.019116270831166435,0.02570207852804838,0.024272746033874876,0.026714628177793975,0.03191793802835345,0.040524662224963315,0.026008381699108008,0.01539026170261962,0.07105386414882309,0.008049980222260986,0.0618359099395556,0.0207368051402547,0.016589530089013326,0.037624583847110656,0.024154339665382014,0.028733367963084153,0.0130034123825122,0.03006581226293501,0.02745298322047574,0.05977571340998283,0.037358186459944896,0.009406294622806847,0.02973102175418576,0.014134263417657875,0.01984197641780913,0.015532814126230747,0.015123867489528302,0.024963263228377986,0.056558692937513956,0.034635151125487,0.02192186128077393,0.013542038772476402,0.014664301569139697
