abbrv,statefp,cluster,macro_period,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
NC,37,3,-1.0,0.09862970644964648,0.08698001093629902,0.09616431200921725,0.16064478178721606,0.09997341138973571,0.07658824019595305,0.08818498735834575,0.12135044076358495,0.08227094540188515,0.08921316587841507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,37,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11950260691312381,0.11482283766296794,0.07559565794965535,0.08657402736692729,0.12310729250450146,0.07949260187444325,0.13541270965573246,0.0827434814391434,0.09435262555379328,0.08839616089721124
ND,38,3,-1.0,0.11587851269561508,0.08325931047200384,0.11253833178541782,0.1421278169272477,0.08974310844036427,0.06215880345915072,0.09554801164725747,0.12879723038915256,0.08662417136890321,0.08332470270872618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,38,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292708315611483,0.0794823120086835,0.06818090880069615,0.10901456627157764,0.13717231011108538,0.06484664693761633,0.15091096552949446,0.08890318972518362,0.10007147424567475,0.07214679566156984
OH,39,1,-1.0,0.10109032667869478,0.09771888985807169,0.09585494530983335,0.09960271226917558,0.11244591876909017,0.0873575967022363,0.08732134397248968,0.10768018644459955,0.10197983979130269,0.10894824333814243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,39,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1160697414257486,0.1253364606954791,0.07878290985354476,0.08031680329030332,0.12308183977065736,0.08112206113311468,0.12355166648392216,0.0842136126095719,0.09751992369620215,0.09000498318454586
OK,40,6,-1.0,0.0974575372591879,0.1168992973656313,0.08962023056441988,0.0789256391423223,0.11796213006345739,0.09917415245410052,0.07941066447107033,0.10043178388240963,0.11291156306949182,0.1072070044407409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OK,40,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1279939758285018,0.11225990242778885,0.07288847264718296,0.09206437859945923,0.11426033442686043,0.08405136122791605,0.13153612737058978,0.0766157567787392,0.10002805981030764,0.08830163338752695
OR,41,1,-1.0,0.10393689116890861,0.09274961854216153,0.09420294392869005,0.08803489227755508,0.11150424460250905,0.11316293870977026,0.08345194237103222,0.10784707326137921,0.10405865977018203,0.10105079879682491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,41,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219579115129381,0.11204538662041139,0.07142401853152378,0.0806226763155207,0.1226225228196877,0.0831757912778269,0.14081891013455405,0.08741337409946258,0.09099042385000354,0.08892898666933924
PA,42,4,-1.0,0.10289361367651402,0.08857191058259638,0.10136395527402925,0.11106478255914834,0.09818318467642778,0.0892196478009856,0.08668647534180016,0.13402746563858794,0.09051435425910899,0.09747461307876558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,42,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11375981006079772,0.12577216592312385,0.07844876441437396,0.08163416927494388,0.1227480108655096,0.08017701471235196,0.12192255802392728,0.0832356945464983,0.0993793306429714,0.09292248355682567
RI,44,1,-1.0,0.1028228343021249,0.09870720810700687,0.0985064223747499,0.09160323142021856,0.12076303180247415,0.09387060212137936,0.09319218219724608,0.10193109263101509,0.09833411999519855,0.10026927852437774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RI,44,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11950610583497857,0.1111014643306155,0.08068068586022606,0.0890337733709922,0.12340148012529374,0.08124836474446924,0.12522711836189615,0.08356805146017003,0.09200246509681614,0.09423049377095008
SC,45,4,-1.0,0.10990502130952935,0.07394810091832635,0.10974897099374019,0.12744615263614278,0.1204134295770705,0.07312413739804893,0.08340325403778388,0.1501486886900109,0.07237014204235867,0.07949210702379368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,45,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11639601279765044,0.14205047499509946,0.08145077315515,0.07716217650843149,0.1163795918325023,0.08245589432709564,0.1021553321951005,0.07593502721696355,0.09842836514477152,0.10758635418123026
SD,46,4,-1.0,0.09539115475490689,0.08224056937343192,0.08590025509198418,0.11752372348292482,0.1115294599657704,0.07260913342210672,0.08934315331715742,0.14255981945111115,0.10384384770174142,0.09905888545561395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,46,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10724531827286536,0.061286091822588325,0.06754814378591706,0.07189463900438356,0.17965096720828883,0.07617141323580036,0.16450479173653046,0.09810411438201237,0.11190477085697637,0.06168975073446348
TN,47,1,-1.0,0.09737609209486804,0.09912506696444166,0.10350013110297769,0.09897605948384114,0.11638641390453082,0.09300226206672281,0.07999385239244491,0.1341385650381014,0.08735913836551701,0.09014242281612375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,47,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11087418432666728,0.1180762911734051,0.07918987186130284,0.07547976781756184,0.12789344850790513,0.08091138857145508,0.13172180302850098,0.08497011566687125,0.09335784095947895,0.09752528983652661
TX,48,4,-1.0,0.10331681625488798,0.08259559737456525,0.0986122510788671,0.12567745121300586,0.10168165043444301,0.08426351197637874,0.08475154326213559,0.12856376152753807,0.08850115251281171,0.10203626726088548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,48,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11691045172415446,0.12316738446293862,0.08039887707959585,0.08022845495710935,0.12132722952753718,0.08135916305174672,0.12384461367362838,0.08267638390321,0.09763532871226974,0.09245211491578426
UT,49,1,-1.0,0.10209269765351864,0.08178017422053885,0.10370796366166402,0.08386178545748131,0.10574893007263196,0.10606122890561977,0.09342716952278927,0.1254311275171344,0.09095778206327954,0.10693114396589434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT,49,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11604340785379162,0.12952136982682635,0.0794368296169549,0.0827494842935232,0.11458567982441374,0.08460801445324917,0.11422725669097177,0.08971657910601666,0.09673111294730001,0.0923802672961896
VT,50,6,-1.0,0.11028059043065996,0.112027090826219,0.08304631623916083,0.07604578697284413,0.10920017603012341,0.0939622931510315,0.06624651100655583,0.0993451226848077,0.13147809654211914,0.1183680176752414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VT,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12025842231192645,0.12392723703122704,0.09017100548767507,0.07296841638173851,0.124126026768361,0.08345999028097835,0.1197653944116422,0.08635222633738861,0.0912359477276091,0.08773533585705948
VA,51,1,-1.0,0.11110781137925142,0.10035781563278388,0.09787964669406143,0.09700689891043472,0.11433414095809531,0.0888995914935732,0.08323122511534221,0.10981674749297732,0.09174762284583476,0.10561850279770749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VA,51,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11707040924311672,0.13761852958485776,0.07470727920638226,0.07901181729924206,0.11742329771755303,0.07757844323858128,0.12374545954106222,0.08126783043168163,0.09785131073908361,0.09372562459951926
WA,53,4,-1.0,0.1131714271970223,0.08487046095051254,0.09535474209818134,0.13106816610896604,0.09480515019255911,0.09085755491870864,0.07938931886312288,0.1334651827131509,0.08717330454371776,0.08984469550680675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA,53,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11738412590961643,0.11467278310928486,0.07737103663950641,0.08272499755528305,0.12209308946970074,0.08122431820651195,0.13036066376186192,0.08380438277249093,0.09873982427666167,0.091624780046173
WV,54,4,-1.0,0.08850204725146965,0.0817097197592566,0.11276132355690506,0.14313178802324952,0.06976583873936959,0.07940281555143938,0.06946626914871287,0.1964046392549619,0.07939234193183803,0.07946321892326673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,54,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13356900616307502,0.12917533115035407,0.08497617824669973,0.08446831229936194,0.12319350694018749,0.06317843311109844,0.08530199929818878,0.08554979889872082,0.11015757115005895,0.10042986018169257
WI,55,4,-1.0,0.10226063616860469,0.08725354281061733,0.09554070686869241,0.11610546468205434,0.11038696719460933,0.08446826969551129,0.08753876081953225,0.13202439928006907,0.08577885006034616,0.09864240478967583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WI,55,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11692122755035912,0.1300449931993912,0.08004673405468243,0.0831247572159676,0.11586462789950583,0.07910442635286243,0.12155573747335065,0.08077379761540163,0.10137668841441062,0.0911870122433674
