abbrv,statefp,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
MD,24,3,0.53452506993652,0.5130644789705692,0.517659294567719,0.5674147375383018,0.5475127589161228,0.5739359452027222,0.5155305528990489,0.5580528512391187,0.575932762595804,0.5505475704089209,0.503478287081927,0.5113612379726393,0.5538494947156117,0.5233673139554443,0.569599730266515,0.506709338394123,0.5562700485244231,0.5476457166747873,0.649383293970582,0.5455070542713731,0.5314576026711857,0.5455193579571272,0.5189566858034207,0.5296347626316362,0.5651378953597024,0.5211019904638902,0.5674308321953301,0.5283762908234174,0.5278848074352875,0.5421279716711118,0.5303101606016795,0.5410419040214244,0.5346580530130887,0.6106957612319251,0.5414883978278549
MA,25,3,0.530657325227522,0.5296955088059566,0.5187783566718298,0.5826440795453647,0.5557040068886174,0.595523667788984,0.5308844934703109,0.5698933627984031,0.5693649111877158,0.5778827405464028,0.5848017189646865,0.5208968762716714,0.5547288562686105,0.5485174223374341,0.5658767551392723,0.5245563440055611,0.539797368603661,0.5233542498135736,0.6440620417651165,0.536838695023428,0.5407877119993761,0.5716637151699118,0.5407455478329983,0.5134795325393238,0.5580801998663586,0.53470508386697,0.5695389165630109,0.5291671319250414,0.5278338134081717,0.5306629319771685,0.5063762036996647,0.5523110422126406,0.5637645066394065,0.649546436825031,0.5721422730888216
MI,26,3,0.5213925183296223,0.5189698324091522,0.518434078974965,0.5726935931617575,0.5488312958721216,0.5667291069398654,0.5132413064825018,0.5605349244622273,0.5682410268258281,0.5391908350623082,0.5003384017808159,0.5072825439606343,0.5473522950477205,0.5243326775692825,0.5490365082713637,0.492711362342767,0.5522743342535352,0.5290755674036632,0.6512187016341522,0.5357166586748698,0.5383313234296349,0.5460329465313067,0.5219296555880347,0.5128580725029821,0.5634099342500507,0.5309350472921458,0.5577369587489005,0.5296418712733832,0.5304375358899159,0.5299677648506586,0.508218589530531,0.5495326599847574,0.5097399686445283,0.6192210453706954,0.5405246416239866
MN,27,3,0.5185929378513943,0.5426326795569715,0.525013706141363,0.5640809616578795,0.5373572301419087,0.5795898251008333,0.5136527524216834,0.5818125775079476,0.566987038142036,0.5456590585493883,0.4616280070225161,0.5170262622439078,0.5665943560418221,0.5600911278936476,0.5822251324701,0.47463019508798954,0.545223994133994,0.5187202210434609,0.6346062875762222,0.5415479050915349,0.5249900474971715,0.5636566869820221,0.5014434746681122,0.5378246875333024,0.5747229239246832,0.5300773706031242,0.5432845928913189,0.5805347011175823,0.5449832664765213,0.5266763018672259,0.48553143706935714,0.562024032024962,0.4974858975320151,0.631225634802463,0.5937901005507089
MS,28,0,0.5380160530599264,0.5057758367138689,0.5247044233167826,0.5478061855930461,0.5682322488618936,0.5765629075858899,0.5084544668499769,0.557262315787375,0.5944682846369688,0.5335162382324536,0.48727196590819705,0.5119254838972658,0.5484653415666385,0.5148869099992293,0.6248291297842972,0.49367098746678006,0.5177780085533952,0.49261752576355566,0.670661309605655,0.5878910802244006,0.5487231083988515,0.5610317990605561,0.5457780955574261,0.5287098641725904,0.5594045689199553,0.5227945402834067,0.5630234918207861,0.5065330647101457,0.5281442177338188,0.5286795877444093,0.48941377630108035,0.5653529864490816,0.555141019359307,0.6014655043872503,0.5184431668603793
MO,29,3,0.5462282186302941,0.541669824298718,0.5279094660329027,0.5757061791195834,0.5710207625307764,0.5855591916863905,0.532927290901267,0.57590148512047,0.606260270916421,0.5722240034244523,0.5654846578380283,0.5121501783572885,0.562345011121875,0.5635038581284055,0.5730665733114394,0.5164344986004912,0.5545134837196833,0.5323699575822827,0.6420868313937742,0.5782229165114834,0.5570792627251536,0.5831976829924517,0.567393884887588,0.5380307577290696,0.576779711252499,0.5388973381140092,0.5741893479957324,0.5968389273590706,0.5580372700933367,0.5145340262291332,0.48688910643381933,0.5977441174047137,0.550019049090657,0.6372109736852232,0.5920748526525752
MT,30,1,0.4067575087149938,0.47437352935473126,0.5460125058889389,0.6998249292373657,0.6660335544082854,0.7097843401134014,0.7143592536449432,0.6488214954733849,0.7149392167727152,0.8380952477455139,0.8920634388923645,0.5724722544352213,0.634586763381958,0.6145691871643066,0.6747852712869644,0.7108313043912252,0.6662044326464335,0.4658055603504181,0.8485034306844076,0.8174667805433273,0.6373045245806376,0.8772864739100138,0.6953943317586725,0.6172537505626678,0.7139947563409805,0.1577596217393875,0.3691847324371338,0.8920634388923645,0.0,0.6769496947526932,0.8612245321273804,0.7669655382633209,0.7461715936660767,0.5225617289543152,0.6888414680957794
NE,31,3,0.514701786884215,0.5698277353550549,0.5017609466830718,0.5400961451874725,0.5563089218056572,0.5829424418612487,0.551751801856991,0.5794678566232324,0.5978528084570026,0.5501222975069174,0.5696960258928518,0.5383809100477451,0.5433006320451187,0.5961139720057448,0.5200489162258348,0.4286588511647696,0.5333210508688353,0.4492139224806484,0.6613574128132313,0.5128758773661968,0.518868900651873,0.5769726981619193,0.5291821724539133,0.5472587659658695,0.5538025676173025,0.4915666298749035,0.5819796660702817,0.46103153995668084,0.55511344203618,0.4948580603290727,0.4915528941201046,0.5451620258052241,0.5009777743178301,0.6304281855118461,0.5517089679138735
NV,32,3,0.5363393702493806,0.526118214811696,0.522454622777082,0.5715158249382392,0.5528026247675952,0.5833739834122044,0.5148020642383344,0.5681237607566191,0.5803872414341065,0.5369257797538413,0.5444103559812725,0.4928585383460446,0.5602512185778264,0.5423836248188789,0.5635357366430003,0.49944225075200965,0.5467265678085007,0.5860152077027936,0.6591414512974416,0.5347218850124491,0.5437572293079206,0.5335075178882107,0.5254425804505461,0.5243360561870399,0.565347352620103,0.520552353784911,0.5625791550105945,0.5321493246051768,0.5404109196631405,0.5336485940832318,0.53176946253665,0.5382984562668127,0.5380593620497045,0.6378337433200394,0.5341615112715753
NH,33,2,0.4360486876637656,0.2957089763065731,0.38731735190958716,0.47748637497770013,0.5333573133761033,0.513415280287154,0.4596791033334327,0.5635527335858393,0.5345553796117505,0.40163239775675125,0.21387704723747447,0.47533442012648636,0.4451915265720648,0.4263900140683879,0.46395222922129664,0.38685511351274005,0.5029168745540843,0.47746610840679043,0.5078652918157054,0.3724372913517679,0.4793207606266218,0.4986750152098333,0.38559320770463973,0.46805824538437174,0.5364000741091948,0.4702706510156748,0.5626326234644798,0.4450101907423232,0.4724757273145246,0.32177786108363293,0.32991556508247466,0.32244770994166966,0.4746697135570069,0.4667804337081474,0.3041391010539463
NJ,34,3,0.552009193200825,0.5178351877733472,0.5171624787450505,0.5775371486702088,0.5551508981809244,0.5718292787645596,0.5176791806756238,0.5716399093654477,0.5802507093217485,0.5233993540413135,0.5241678540337537,0.5090247860265201,0.5583033982859041,0.5274323506302313,0.5512188528462323,0.49146562333687044,0.5535651760794256,0.5640722386612164,0.6356767919734241,0.5313218350974962,0.560475156252325,0.5473748273383765,0.523128157401833,0.5275990250140563,0.5746200669866478,0.5234423104054287,0.5748938689428867,0.546937610716359,0.5235777274283369,0.5151495798544302,0.4672260797969078,0.5654902269946501,0.526281570972272,0.6138357297327075,0.5318733547505727
NM,35,3,0.5272895618598314,0.5078666747312962,0.46128594493493436,0.6145292123642947,0.5393970595290437,0.6310274984966964,0.5103481562977488,0.5368928529422831,0.5702063553569139,0.5827391429827744,0.5228139327427502,0.48014110429274953,0.5436089254190885,0.5094300077778081,0.5531375840144312,0.4929907497187907,0.5183142048426637,0.46450638117170645,0.640681898971505,0.5862719028894054,0.5484255001035317,0.6249164808651104,0.5206396063014664,0.49859937199366255,0.5477728419104851,0.5241993982965748,0.5453365487345041,0.5700627153726833,0.5852952292669966,0.5204502848869229,0.6272984234821547,0.48642398474688553,0.5948585178607058,0.6489634962175598,0.5270281281322241
NY,36,3,0.5278340228778782,0.5246141704842892,0.5159469816611955,0.5676893460024207,0.54952173565695,0.5830119908700574,0.5265415266014025,0.5665839591268625,0.5757998096848175,0.556460726687639,0.5229073374712312,0.5124464650308871,0.5545475538845118,0.538248979769103,0.5624812282473323,0.49935591082295355,0.5474588303986502,0.5363484481992914,0.6462338671338259,0.5499123400408443,0.5357234773555096,0.5548207278669705,0.5299690706100674,0.5229760671499061,0.5640336599320495,0.5306172634212625,0.5672781177703112,0.5335996304867608,0.5285352326394411,0.5350539373569969,0.506763889139456,0.5588712887187378,0.5324137257001957,0.6317861872268469,0.5467308969104828
NC,37,3,0.5313073846597823,0.52311990896644,0.5265516742248161,0.5690458974115304,0.544562724580683,0.5755935141726607,0.5274422190784541,0.5582982927295892,0.5874098585968084,0.559738811776333,0.5340294045429038,0.5157655074647839,0.5538504390953702,0.5351483923468956,0.5679414888155273,0.5197641078121424,0.5764889779598419,0.5475233923371303,0.6497853686603955,0.5487698268804891,0.5311440285467317,0.5577863049304805,0.5283431487901645,0.5257343193740194,0.557899781025222,0.5405402117528136,0.5631505251931184,0.5389080752769244,0.5288477080436343,0.5488647929885143,0.5192118771562789,0.5630691792459247,0.5331557090919514,0.630828303831065,0.5690501340072374
ND,38,4,0.5960457213383553,0.5110620371150699,0.5216683905305607,0.503283910624879,0.4952735631472685,0.5010897301447889,0.5124643748329784,0.5949495873899887,0.5874064773207113,0.4199133147019893,0.42298441104746115,0.4619404351062797,0.5637451447654775,0.47815658998572164,0.4675659217969759,0.38381097827106714,0.4797779441880131,0.5834514286531054,0.6564516602189873,0.5717492152762134,0.5474662044189043,0.4986708941470299,0.539593990045515,0.5116163717625155,0.5595588197602945,0.4314556591263091,0.5522674487105438,0.44755201381631193,0.5134009397475094,0.5466141305126561,0.402148729080663,0.3329312656761,0.465518153932256,0.5162153083290304,0.47229293125149396
OH,39,3,0.5117085084280346,0.5036877655314955,0.5111764265399149,0.566408970866891,0.5383281455217083,0.5662793414686571,0.5125305632209849,0.5624632552767602,0.5697004839091108,0.5592442054894516,0.5117876841279118,0.4964388567524731,0.5415219948660455,0.5185068634805823,0.5326316302578727,0.4979657597166648,0.5277753138796193,0.5143139052742428,0.6342179034057592,0.5260142469464575,0.5330830553842677,0.5447856934089822,0.5175933018627649,0.5040935866300693,0.5665284743337344,0.516775783282371,0.5468900677984802,0.5094547639503242,0.524425239910463,0.5227295364685777,0.5195309185190979,0.5415774624530869,0.525261536113506,0.6256010470089204,0.54013988498219
OK,40,4,0.5550876550009325,0.43009287490984244,0.4995616910922708,0.5298930143101058,0.5418253640070491,0.5342598704651118,0.5091883643779537,0.5885036283511523,0.5870638727290289,0.4913605538340995,0.39498112393844437,0.5072966214047362,0.5439972397892198,0.45530853694071993,0.4977408463734362,0.44086560614763975,0.5561573514615337,0.48294539305926215,0.5901945893711824,0.48225119340944517,0.5499059813708146,0.5360584961478503,0.49474120925991766,0.5460907802444964,0.5690926511825856,0.48602254393991534,0.577862200365702,0.4281226211172693,0.5011513669910671,0.48455875579845803,0.43096282122609747,0.4806216131059491,0.455125678535668,0.5226292474964871,0.479201236289994
OR,41,3,0.528449026762994,0.5110856151645198,0.5236654639686458,0.5523676676258215,0.5527741665743066,0.5771705481451372,0.5233493834755603,0.5444380813644728,0.5920748310338185,0.5262685525805954,0.5453764248639346,0.5018484760005696,0.5554024147333828,0.5156678303496353,0.5705499859742428,0.5027267175021876,0.5544206964961322,0.5401879107406065,0.6318917150858919,0.5368645375175187,0.5321808133886673,0.5446256895533033,0.5132278630863933,0.5246928182485349,0.568648881755854,0.5315532346500229,0.5681428084516178,0.527570771534116,0.5217444666523136,0.548371923378984,0.4488120339442944,0.5418246049107792,0.5320537738935572,0.6234540196847038,0.533921917754544
PA,42,3,0.5240784689563127,0.5334620520139266,0.528976396984735,0.5781894170096696,0.5530922291456344,0.5893793601576509,0.5305014359107749,0.5619840388104876,0.5738875374155006,0.5615771532949043,0.512879606308038,0.509848608409126,0.5504199122603326,0.5353297279254743,0.5739473745715551,0.500983384007934,0.5331342911737804,0.5401171817792052,0.6552759167794894,0.5468729692409662,0.5321622193116501,0.5595804364171966,0.5340112600535035,0.5140503810778844,0.5620687807897036,0.5277599620168186,0.5635536082891385,0.5382394827902317,0.5287802197481836,0.5308665023093936,0.5091732707193694,0.5562603225283292,0.5519835450507414,0.6406458073438792,0.546828716530913
RI,44,4,0.5367535325530611,0.5130064978016231,0.5012322711648748,0.5466711049861956,0.5095446353008058,0.5103900899736372,0.5174042234555226,0.5925814598095974,0.5368626775916635,0.4268583553381452,0.38806509722668964,0.4757336436397275,0.5592825691936416,0.50894275184275,0.5124586827027049,0.463553810612682,0.5551518590667629,0.4690503458259627,0.6338450296475201,0.4900575903558869,0.554756998642718,0.4718259654025206,0.49588366733856093,0.5284580064143192,0.5624877710938982,0.5223375620584176,0.541157650538806,0.4495096071592427,0.49742256504610827,0.49861991330830435,0.4219767186049018,0.4882218059426619,0.4602623973041773,0.5365217834526751,0.4830706204602103
SC,45,3,0.48090478376341345,0.5353361907755724,0.49207756479019527,0.5886021606409206,0.5637194332651191,0.5791533703513531,0.5229236386538318,0.5539950865356079,0.5771004572226729,0.5780448086777742,0.5236627182299628,0.5094027714186227,0.5419286259916388,0.5427220763469284,0.548920934621268,0.4744532191907881,0.5183877499672974,0.48692283789272855,0.6497929842293431,0.5393048797117976,0.5246017926003573,0.5803299923573979,0.5460908010341775,0.5148217775779111,0.5293620739907989,0.5260876049537972,0.5699142464717519,0.5619379877171014,0.5112995357406711,0.5184593169144781,0.5088726460193317,0.5313771015492478,0.5529531437827095,0.6683113195994904,0.5285301726678258
SD,46,4,0.46210584895642,0.46219241986317294,0.5346116615408981,0.6278149093011931,0.5298545048369662,0.4874666665263217,0.49753739728799296,0.5684901918284595,0.5398157423827797,0.5278895213786099,0.519279738240268,0.5089711669211586,0.55468808963465,0.5321217398159206,0.5315268266325196,0.39104882460087537,0.448199730211248,0.5354274283868797,0.6523888635403309,0.40156420036826446,0.36989529278468003,0.4797128884181861,0.4953616232695905,0.5169713275669061,0.6138167145298952,0.6214602875057608,0.5674922842834447,0.47482718266546725,0.47761588971215213,0.4465713682067063,0.41359649333312654,0.499549288128037,0.2416132351813408,0.47443686540992486,0.36653122535961513
TN,47,3,0.529312152855464,0.5144603578267266,0.5224187014239,0.5642497992943343,0.5567891897162417,0.5914867627603057,0.5014091406941809,0.5570671021746068,0.5575161805356026,0.5624150150029986,0.5135038754195295,0.50734994407588,0.5347911164363757,0.52716742568447,0.5712782474578825,0.4711944920231136,0.5481475108292194,0.5062209559828859,0.6356177261938832,0.5431575043468484,0.5506398904601923,0.5219279120853006,0.5133202239288783,0.5179547148157824,0.5593892907128427,0.5246044120094815,0.5628540056720103,0.557913388052965,0.5382877531579985,0.5119394418102263,0.48203297848446425,0.528568524472919,0.5229561093178663,0.6524464600731607,0.4990432367036023
